Time,"Temp:Acpitz,0","Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7
2026-02-27_18:21:41,14.0,87.0,81.0,85.0,87.0,77.0,3192.9,3193.0,3192.9,3193.0,3193.0,3193.0,3192.9,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:21:43,14.0,86.0,80.0,83.0,86.0,77.0,3192.9,3193.0,3192.9,3193.0,3192.9,3193.0,3192.9,3193.0,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:21:45,14.0,86.0,80.0,85.0,86.0,78.0,3192.9,3192.9,3192.9,3192.9,3192.9,3193.0,3193.0,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:21:47,14.0,87.0,81.0,86.0,87.0,77.0,3192.9,3192.9,3193.0,3192.9,3193.0,3192.9,3193.0,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:21:49,14.0,86.0,82.0,84.0,86.0,78.0,3193.0,3192.9,3193.0,3192.9,3193.0,3192.9,3193.0,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:21:51,14.0,86.0,81.0,87.0,87.0,79.0,3192.9,3192.9,3192.9,3192.9,3193.0,3192.9,3193.0,3192.9,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:21:53,14.0,86.0,82.0,86.0,87.0,78.0,3192.9,3192.9,3193.0,3193.0,3193.0,3193.0,3193.0,3192.9,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:21:55,14.0,88.0,82.0,86.0,88.0,78.0,3192.9,3193.0,3193.0,3192.9,3193.0,3193.0,3193.0,3192.9,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:21:57,14.0,87.0,82.0,86.0,86.0,79.0,3192.9,3192.9,3192.9,3192.9,3193.0,3192.9,3192.9,3192.9,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:21:59,14.0,88.0,82.0,85.0,88.0,79.0,3192.9,3192.9,3192.9,3192.9,3193.0,3192.9,3193.0,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:01,14.0,87.0,83.0,86.0,88.0,80.0,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:03,14.0,88.0,82.0,86.0,88.0,79.0,3192.9,3193.0,3192.9,3193.0,3192.9,3193.0,3193.0,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:05,14.0,87.0,83.0,87.0,87.0,79.0,3192.9,3193.0,3193.0,3192.9,3193.0,3193.0,3193.0,3192.9,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:07,14.0,88.0,82.0,87.0,88.0,79.0,3192.9,3193.0,3193.0,3193.0,3192.9,3193.0,3192.9,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:09,14.0,88.0,82.0,87.0,88.0,80.0,3192.9,3193.0,3193.0,3192.9,3193.0,3193.0,3193.0,3192.9,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:11,14.0,87.0,83.0,87.0,88.0,80.0,3192.9,3193.0,3192.9,3192.9,3193.0,3193.0,3192.9,3192.9,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:13,14.0,88.0,84.0,88.0,88.0,80.0,3192.9,3193.0,3193.0,3193.0,3192.9,3193.0,3192.9,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:15,14.0,88.0,83.0,87.0,88.0,81.0,3192.9,3192.9,3192.9,3192.9,3192.9,3193.0,3192.9,3193.0,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:17,14.0,88.0,83.0,87.0,88.0,79.0,3192.9,3193.0,3192.9,3193.0,3192.9,3193.0,3192.9,3193.0,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:19,14.0,88.0,85.0,88.0,88.0,80.0,3192.9,3193.0,3193.0,3192.9,3192.9,3193.0,3193.0,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:21,14.0,88.0,83.0,88.0,88.0,81.0,3192.9,3193.0,3193.0,3192.9,3192.9,3193.0,3192.9,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:23,14.0,88.0,85.0,88.0,88.0,81.0,3192.9,3193.0,3193.0,3192.9,3193.0,3193.0,3193.0,3192.9,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:25,14.0,89.0,83.0,88.0,88.0,80.0,3192.9,3192.9,3192.9,3192.9,3193.0,3192.9,3192.9,3193.0,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:27,14.0,89.0,83.0,89.0,88.0,81.0,3192.9,3193.0,3193.0,3193.0,3192.9,3193.0,3193.0,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:29,14.0,89.0,85.0,89.0,88.0,81.0,3192.9,3192.9,3193.0,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:31,14.0,88.0,84.0,88.0,88.0,81.0,3192.9,3193.0,3192.9,3192.9,3193.0,3193.0,3193.0,3192.9,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:33,14.0,90.0,83.0,90.0,89.0,82.0,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:35,14.0,89.0,85.0,88.0,88.0,80.0,3192.9,3193.0,3193.0,3192.9,3193.0,3193.0,3193.0,3192.9,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:37,14.0,89.0,84.0,89.0,89.0,81.0,3193.0,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3193.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:39,14.0,89.0,85.0,88.0,89.0,81.0,3193.0,3192.9,3192.9,3192.9,3192.9,3192.9,3193.0,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:41,14.0,90.0,85.0,88.0,89.0,81.0,3192.9,3193.0,3193.0,3192.9,3193.0,3193.0,3193.0,3192.9,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:43,14.0,90.0,85.0,90.0,89.0,81.0,3192.9,3193.0,3192.9,3193.0,3192.9,3193.0,3193.0,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:45,14.0,89.0,85.0,89.0,89.0,82.0,3192.9,3193.0,3193.0,3192.9,3192.9,3193.0,3192.9,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:47,14.0,89.0,86.0,89.0,89.0,82.0,3192.9,3193.0,3193.0,3192.9,3192.9,3193.0,3193.0,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:49,14.0,90.0,86.0,88.0,90.0,82.0,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3193.0,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:51,14.0,89.0,86.0,89.0,89.0,81.0,3192.9,3193.0,3193.0,3192.9,3192.9,3193.0,3192.9,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:53,14.0,89.0,85.0,90.0,90.0,81.0,3192.9,3193.0,3192.9,3193.0,3192.9,3193.0,3193.0,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:55,14.0,90.0,85.0,89.0,89.0,83.0,3192.9,3193.0,3192.9,3192.9,3193.0,3193.0,3192.9,3193.0,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:57,14.0,90.0,86.0,90.0,89.0,82.0,3192.9,3192.9,3193.0,3193.0,3192.9,3192.9,3192.9,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:22:59,14.0,91.0,86.0,90.0,89.0,82.0,3192.9,3193.0,3192.9,3192.9,3193.0,3193.0,3192.9,3192.9,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:23:01,14.0,90.0,86.0,90.0,90.0,83.0,3192.9,3193.0,3192.9,3193.0,3192.9,3193.0,3192.9,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:23:03,14.0,91.0,87.0,91.0,90.0,83.0,3192.9,3193.0,3193.0,3193.0,3192.9,3193.0,3193.0,3193.0,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:23:05,14.0,90.0,88.0,90.0,90.0,83.0,3192.9,3193.0,3193.0,3192.9,3193.0,3193.0,3193.0,3193.0,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:23:07,14.0,90.0,87.0,90.0,90.0,83.0,3192.9,3193.0,3193.0,3192.9,3192.9,3193.0,3193.0,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:23:09,14.0,92.0,87.0,90.0,92.0,82.0,3192.9,3193.0,3192.9,3193.0,3192.9,3193.0,3192.9,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:23:11,14.0,92.0,87.0,92.0,91.0,82.0,3192.9,3192.9,3193.0,3193.0,3192.9,3193.0,3193.0,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:23:14,14.0,92.0,88.0,91.0,92.0,83.0,3192.9,3193.0,3193.0,3192.9,3192.9,3193.0,3192.9,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:23:16,14.0,91.0,88.0,91.0,90.0,84.0,3192.9,3192.9,3192.9,3192.9,3192.9,3193.0,3192.9,3192.9,3192.9,98.3,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.0
2026-02-27_18:23:18,14.0,92.0,87.0,92.0,92.0,83.0,3192.9,3193.0,3193.0,3192.9,3192.9,3193.0,3193.0,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:23:20,14.0,91.0,87.0,91.0,92.0,83.0,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:23:22,14.0,90.0,87.0,91.0,91.0,83.0,3192.9,3192.9,3193.0,3193.0,3192.9,3193.0,3193.0,3192.9,3193.0,99.4,99.5,99.0,99.0,99.5,99.0,99.5,99.5,99.5
2026-02-27_18:23:24,14.0,90.0,88.0,90.0,91.0,83.0,3192.9,3193.0,3193.0,3192.9,3192.9,3193.0,3193.0,3193.0,3192.9,98.0,98.0,98.0,98.0,97.5,98.5,98.0,97.5,98.0
2026-02-27_18:23:26,14.0,92.0,87.0,91.0,92.0,82.0,3192.9,3192.9,3193.0,3192.9,3193.0,3193.0,3193.0,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:23:28,14.0,92.0,87.0,90.0,92.0,82.0,3192.9,3193.0,3193.0,3192.9,3193.0,3193.0,3193.0,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:23:30,14.0,91.0,87.0,90.0,91.0,83.0,3192.9,3192.9,3193.0,3192.9,3192.9,3193.0,3193.0,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:23:32,14.0,90.0,86.0,90.0,90.0,83.0,3192.9,3193.0,3193.0,3192.9,3192.9,3193.0,3193.0,3193.0,3192.9,97.3,97.5,97.5,97.5,97.5,97.0,97.0,97.5,97.1
2026-02-27_18:23:34,14.0,91.0,87.0,91.0,91.0,84.0,3192.9,3193.0,3193.0,3192.9,3193.0,3192.9,3193.0,3193.0,3192.9,97.4,97.5,97.0,97.5,97.0,97.5,97.5,97.5,97.5
2026-02-27_18:23:36,14.0,91.0,87.0,91.0,91.0,83.0,3192.9,3192.9,3192.9,3192.9,3192.9,3193.0,3193.0,3192.9,3192.9,99.1,99.5,99.5,99.0,99.5,99.0,99.5,99.0,99.0
2026-02-27_18:23:38,14.0,91.0,87.0,90.0,91.0,82.0,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,97.5,97.5,97.0,98.0,97.0,97.5,97.0,97.5,97.5
2026-02-27_18:23:40,14.0,91.0,87.0,90.0,91.0,82.0,3192.9,3192.9,3193.0,3193.0,3193.0,3193.0,3193.0,3192.9,3192.9,98.3,98.0,98.5,98.0,98.0,99.0,98.5,98.0,98.0
2026-02-27_18:23:42,14.0,90.0,87.0,90.0,90.0,82.0,3192.9,3193.0,3192.9,3193.0,3192.9,3193.0,3193.0,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:23:44,14.0,91.0,86.0,91.0,90.0,83.0,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:23:46,14.0,90.0,87.0,90.0,90.0,82.0,3192.9,3193.0,3192.9,3192.9,3193.0,3193.0,3193.0,3193.0,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:23:48,14.0,90.0,86.0,91.0,90.0,82.0,3192.9,3192.9,3193.0,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:23:50,14.0,90.0,86.0,91.0,90.0,83.0,3192.9,3193.0,3192.9,3192.9,3192.9,3193.0,3193.0,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:23:52,14.0,91.0,87.0,91.0,89.0,81.0,3192.9,3193.0,3193.0,3192.9,3193.0,3193.0,3193.0,3192.9,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:23:54,14.0,91.0,87.0,90.0,89.0,82.0,3192.9,3193.0,3192.9,3192.9,3192.9,3193.0,3192.9,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:23:56,14.0,90.0,87.0,90.0,90.0,82.0,3192.9,3192.9,3192.9,3193.0,3192.9,3192.9,3192.9,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:23:58,14.0,90.0,86.0,90.0,90.0,83.0,3192.9,3193.0,3192.9,3193.0,3192.9,3192.9,3193.0,3193.0,3192.9,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:00,14.0,89.0,87.0,89.0,89.0,82.0,3192.9,3192.9,3193.0,3192.9,3192.9,3193.0,3192.9,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:02,14.0,90.0,86.0,90.0,90.0,82.0,3192.9,3192.9,3193.0,3192.9,3193.0,3192.9,3192.9,3193.0,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:04,14.0,90.0,87.0,90.0,90.0,82.0,3192.9,3192.9,3193.0,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:06,14.0,90.0,86.0,90.0,90.0,83.0,3192.9,3193.0,3192.9,3193.0,3192.9,3193.0,3193.0,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:08,14.0,91.0,85.0,91.0,90.0,82.0,3192.9,3193.0,3193.0,3192.9,3192.9,3193.0,3193.0,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:10,14.0,90.0,86.0,90.0,89.0,82.0,3192.9,3192.9,3193.0,3192.9,3193.0,3192.9,3193.0,3192.9,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:12,14.0,90.0,85.0,90.0,89.0,82.0,3192.9,3193.0,3193.0,3192.9,3192.9,3193.0,3193.0,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:14,14.0,90.0,84.0,89.0,89.0,82.0,3192.9,3192.9,3193.0,3193.0,3193.0,3193.0,3193.0,3193.0,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:16,14.0,91.0,85.0,90.0,90.0,82.0,3192.9,3193.0,3192.9,3193.0,3192.9,3192.9,3192.9,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:18,14.0,89.0,85.0,89.0,89.0,82.0,3192.9,3192.9,3193.0,3192.9,3193.0,3193.0,3192.9,3192.9,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:20,14.0,89.0,84.0,88.0,89.0,83.0,3192.9,3193.0,3192.9,3192.9,3192.9,3193.0,3192.9,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:22,14.0,90.0,85.0,90.0,89.0,81.0,3192.9,3193.0,3192.9,3192.9,3192.9,3193.0,3193.0,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:24,14.0,90.0,85.0,90.0,90.0,82.0,3192.9,3193.0,3192.9,3192.9,3192.9,3193.0,3192.9,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:26,14.0,89.0,86.0,89.0,88.0,82.0,3192.9,3193.0,3192.9,3193.0,3192.9,3193.0,3193.0,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:28,14.0,89.0,85.0,89.0,89.0,81.0,3192.9,3193.0,3193.0,3193.0,3193.0,3193.0,3193.0,3193.0,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:30,14.0,89.0,85.0,89.0,89.0,82.0,3192.9,3193.0,3193.0,3192.9,3192.9,3193.0,3193.0,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:32,14.0,90.0,86.0,90.0,89.0,82.0,3192.9,3193.0,3192.9,3192.9,3193.0,3193.0,3192.9,3192.9,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:34,14.0,91.0,87.0,91.0,88.0,81.0,3192.9,3193.0,3193.0,3193.0,3192.9,3193.0,3193.0,3192.9,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:36,14.0,89.0,84.0,89.0,90.0,82.0,3192.9,3192.9,3192.9,3192.9,3193.0,3192.9,3192.9,3192.9,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:38,14.0,89.0,84.0,89.0,89.0,82.0,3192.9,3193.0,3193.0,3193.0,3192.9,3193.0,3193.0,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:40,14.0,90.0,86.0,89.0,88.0,82.0,3192.9,3192.9,3193.0,3192.9,3192.9,3193.0,3193.0,3192.9,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:42,14.0,90.0,85.0,90.0,89.0,82.0,3192.9,3192.9,3193.0,3192.9,3192.9,3193.0,3193.0,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:44,14.0,90.0,85.0,90.0,89.0,82.0,3192.9,3193.0,3193.0,3192.9,3193.0,3193.0,3193.0,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:46,14.0,89.0,85.0,89.0,89.0,82.0,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:48,14.0,91.0,86.0,91.0,88.0,82.0,3192.9,3192.9,3193.0,3193.0,3192.9,3193.0,3192.9,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:50,14.0,90.0,85.0,90.0,90.0,81.0,3192.9,3193.0,3192.9,3193.0,3192.9,3193.0,3192.9,3193.0,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:52,14.0,89.0,85.0,90.0,90.0,82.0,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:54,14.0,90.0,87.0,90.0,90.0,83.0,3192.9,3192.9,3192.9,3192.9,3192.9,3193.0,3192.9,3193.0,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:56,14.0,90.0,87.0,90.0,90.0,83.0,3192.9,3192.9,3192.9,3192.9,3193.0,3193.0,3192.9,3192.9,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:24:58,14.0,91.0,86.0,91.0,90.0,83.0,3192.9,3193.0,3193.0,3192.9,3192.9,3193.0,3193.0,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:25:00,14.0,91.0,88.0,91.0,91.0,83.0,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:25:02,14.0,91.0,87.0,91.0,91.0,83.0,3192.9,3193.0,3192.9,3193.0,3193.0,3193.0,3193.0,3193.0,3193.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-02-27_18:25:04,14.0,91.0,88.0,91.0,91.0,83.0,3192.9,3193.0,3192.9,3192.9,3192.9,3193.0,3192.9,3192.9,3192.9,98.0,98.0,97.5,98.0,98.0,98.0,97.5,98.0,98.0
2026-02-27_18:25:07,14.0,91.0,89.0,91.0,91.0,85.0,3193.0,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,97.5,97.5,97.5,97.0,98.0,97.5,97.5,97.5,97.5
2026-02-27_18:25:09,14.0,91.0,88.0,90.0,91.0,85.0,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3192.9,3193.0,3192.9,97.3,98.0,97.0,97.5,97.0,97.5,97.0,97.5,97.5
